Tier,Points,Player ID
CHALLENGER,1124,f5-N-LZ-c5VH5h73KLM5prlPVE_icPT6YJigjq3QsU4In9MRYnqNvGKKM9XJ7GrpLZN80Co26Xrstg
CHALLENGER,1123,CYw4Kz7mLgiSI7nvflnrGe3m4rc5zEY5e8McSxbEtZ9uoTIbo3fgeFohqOvKEApyrxtO4zamDC7Waw
CHALLENGER,1117,xexi_KgySPKs-gHca9co0Xl9ti-mbTO0XGjVAzrZyEQWG53K6NIfqFlAUyB2tFGss_gYA0bYAm86-Q
CHALLENGER,1115,7jrN3nLQzYgU0eJrUQDKwfebVcX7Yj8pYaWCJcBwMzleGgWGz5_upDis1yRQ6HXiXnD5ZIQhZNsTMA
CHALLENGER,1108,GK0qZNSsYv-BQDkpctRyzIlQH5CC26a7eKMYpQe3tIeOAOjSFQnLyD6SyYqhRofS9zmBZcXor-74bg
CHALLENGER,1104,u73uMVGz6C9Y24Fqptd1msCFh3m7W6Rz91SGj703o5-tnJT8xzKv3k5w5_qMNDrxnfLe-lLPAzGlGg
CHALLENGER,1087,nOzqKEqGxQvDdV_4yucYclnLnUnkP3aKsQuWh56KvJpkCorS3d6VCMt8DXy78v3ruyKj3oj0_2qobg
CHALLENGER,1077,sFJ9WVVOgnUrX1zsRATqQ6xv2rPUO3S9xact3cfenUx9sqUYQ4V1LQYlCPtM3EkwXe4-td0q1ModVQ
CHALLENGER,1069,J6vD8PAiNrkWj-AyszWwAe72fXTkw5HJLDlomZSXMWl16h0q-pCs9FVNsJ0U60h2vfhvrTAZRAQXbA
CHALLENGER,1067,lGzbF648tBdbd-AKETJjyaA2oeagtT6AYNhoOhL52pPNzd2GbTgGkZu6ghpLXWGVbKtao4XEWuts9A
CHALLENGER,1048,pfhq0UJqKJlWwLri07wVSDMdBtAGCkqA64JKS4fVMRKFL6HKI-Y0JfK03UokvnZ_xmtRnMbJuHxW2A
CHALLENGER,1039,rbe4TnHenHVNMo29M38a54iV5M6fO1VElpC3oOA97B-dgq-MEoRafoNUZYD4osi2sJd0A2AMv4RRAA
CHALLENGER,1037,k4wVd6NfFEdyw2EW-QoY4ZtGhV5kYJ7tcyj8cqkwbHSzuno8pyaMA0CLalMq-3D61uzD_GaLkYUj1w
CHALLENGER,1034,q-hVA_mOhSJeCAXhGAe3tE6Q_4MFT87mYfR18ecJz6R8p0kyGzJ-eHfQ0Cw_cpcXXH0pCubujpiRLw
CHALLENGER,1025,4EJtf8gitFgI59shDjOnnR5QAMRjy4v1Ici3VVmaDggAxCogENNg8WNI_1ha6nMvKrTo4oS_u4lN_A
CHALLENGER,1022,dhtxnGOG2UVnCe2U66TlC3XFLWB40fll511jIcHfL9bbNQR1ypSsUUmOcO8J4L8aYvDwVo1eoQ57ww
CHALLENGER,1022,_tTolynuvkVNFhRl9UXv_hzBySBi75so43uYO-Gk3hesgHOV5DIYkb9u30YAA4WJ5GmQ2CSQktveRA
CHALLENGER,1021,73qOenSk2BNO2Pn7-qF-W_T253f6hG9O7Ktpt7UP7ZySRAfzZuWubBcYkUQ7DgKBRbRnAkaNLB0Jew
CHALLENGER,1019,FA1d2wd6cZE3YcXysvUahzG7UGadHM3zKgbfxZ70EKmDBUJih-p0UhSaggg1yzVP7VDCn7qmg4BzZg
